raw_audio,filtered_audio,spectrogram_raw,spectrogram_filtered,mfcc_raw,mfcc_filtered,captured_raw,captured_gray,filtered_image,edges,hist_raw,hist_filtered,hist_gray,hist_edges,advanced_features_audio_before_rms,advanced_features_audio_before_zcr,advanced_features_audio_before_centroid,advanced_features_audio_after_rms,advanced_features_audio_after_zcr,advanced_features_audio_after_centroid,advanced_features_audio_coeff_norm,advanced_features_image_coeff_norm,advanced_features_image_gabor_mean,advanced_features_image_gabor_std,advanced_features_image_fft_mean,advanced_features_image_fft_std,advanced_features_image_edge_mean,advanced_features_image_edge_std,advanced_features_image_lap_mean,advanced_features_image_lap_std,speech_text,elapsed_s,timestamp
c:\Users\FSOS\Desktop\ECE 34 (1)\ECE 34\static\audio\recorded.wav,c:\Users\FSOS\Desktop\ECE 34 (1)\ECE 34\static\audio\filtered.wav,c:\Users\FSOS\Desktop\ECE 34 (1)\ECE 34\static\images\spectrogram_raw.png,c:\Users\FSOS\Desktop\ECE 34 (1)\ECE 34\static\images\spectrogram_filtered.png,c:\Users\FSOS\Desktop\ECE 34 (1)\ECE 34\static\images\mfcc_raw.png,c:\Users\FSOS\Desktop\ECE 34 (1)\ECE 34\static\images\mfcc_filtered.png,c:\Users\FSOS\Desktop\ECE 34 (1)\ECE 34\static\images\captured_raw.jpg,c:\Users\FSOS\Desktop\ECE 34 (1)\ECE 34\static\images\captured_gray.jpg,c:\Users\FSOS\Desktop\ECE 34 (1)\ECE 34\static\images\filtered_image.jpg,c:\Users\FSOS\Desktop\ECE 34 (1)\ECE 34\static\images\edges.jpg,/static/images/hist_raw.png,/static/images/hist_filtered.png,/static/images/hist_gray.png,/static/images/hist_edges.png,0.11446241289377213,0.06661481463477303,487.6378110978837,0.11300456715882985,0.06878571900642463,421.44403185007246,0.9999999999999999,0.9999999999999999,3093.853271484375,4089.53515625,2174.874541981537,60054.24403592671,0.022210286930203438,0.14736686646938324,-0.0004557291666666667,8.85087829920347,mic test 1 2 3 1 2 3 the voice,14.666776657104492,1765040845.9087267
