timestamp,audio_rms_before,audio_rms_after
2025-12-06 23:26:37,0.003076626919209957,0.003098165888453809
2025-12-06 23:26:57,0.002907465910539031,0.002584863650208676
2025-12-06 23:30:08,0.06040870398283005,0.05954410922015165
2025-12-06 23:30:33,0.10876180231571198,0.10717317275448468
2025-12-06 23:44:49,0.08100417256355286,0.0807852324766945
2025-12-06 23:49:24,0.05194101482629776,0.039538678134008715
2025-12-06 23:53:19,0.159554123878479,0.08550326669831099
2025-12-06 23:56:11,0.14956513047218323,0.0
2025-12-06 23:56:42,0.264274924993515,0.0
2025-12-06 23:59:23,0.27902403473854065,0.0
2025-12-07 00:01:14,0.26664236187934875,0.0
2025-12-07 00:04:41,0.20358417928218842,0.0
2025-12-07 00:07:46,0.22747750580310822,0.2270786948955634
2025-12-07 00:08:42,0.3567348122596741,0.3563306233791199
2025-12-07 00:09:16,0.15595707297325134,0.15586539651736786
2025-12-07 00:15:26,0.09192007035017014,0.09200817321797056
2025-12-07 00:20:16,0.23885108530521393,0.23920010489391544
2025-12-07 00:21:09,0.3603660464286804,0.36094114716672204
2025-12-07 00:25:43,0.24716678261756897,0.24684745838489638
2025-12-07 00:30:28,0.14776939153671265,0.14763923672967919
2025-12-07 00:32:57,0.0687289908528328,0.06849799872459515
2025-12-07 00:36:03,0.03675325587391853,0.03585181290322135
2025-12-07 00:37:49,0.1088443472981453,0.04239484723109039
2025-12-07 00:39:11,0.07092663645744324,0.0708530897365797
2025-12-07 00:42:09,0.04140068218111992,0.8700216595932507
2025-12-07 00:44:27,0.027193058282136917,0.02709676232763772
2025-12-07 00:49:07,0.045496925711631775,0.04461765469642915
2025-12-07 00:49:44,0.031608711928129196,0.031589036599243336
2025-12-07 00:52:43,0.026755131781101227,0.02671679766097556
2025-12-07 00:53:24,0.039797212928533554,0.03967006146825712
2025-12-07 01:01:06,0.044601015746593475,0.04457457033219222
2025-12-07 01:01:41,0.024596216157078743,0.024581530478679427
2025-12-07 01:02:13,0.0840940847992897,0.08356738973343049
2025-12-07 01:02:48,0.2192208617925644,0.20120992287027573
2025-12-07 01:03:18,0.12777750194072723,0.1261460667556538
2025-12-07 01:05:54,0.14207327365875244,0.13967634931279435
2025-12-07 01:06:43,0.01514788530766964,0.015080855465223827
2025-12-07 01:07:25,0.11446241289377213,0.11300456715882985
2025-12-07 01:09:18,0.1045672744512558,0.10465055571520049
2025-12-07 01:19:32,0.11051145941019058,0.10973030113298851
2025-12-07 01:20:02,0.10823584347963333,0.1073521910615406
